word,synonym
flashiness,garishness
flashiness,gaudiness
flashiness,loudness
flashiness,brashness
flashiness,meretriciousness
flashiness,tawdriness
flashiness,glitz
comprehensibility,understandability
legibility,readability
clarity,lucidity
clarity,lucidness
clarity,pellucidity
clarity,clearness
clarity,limpidity
coherence,coherency
preciseness,clearcutness
perspicuity,perspicuousness
perspicuity,plainness
unambiguity,unequivocalness
impenetrability,impenetrableness
opacity,opaqueness
obscureness,obscurity
obscureness,abstruseness
obscureness,reconditeness
ambiguity,equivocalness
equivocation,prevarication
equivocation,evasiveness
polysemy,lexical_ambiguity
twilight_zone,no_man's_land
uprightness,rectitude
piety,piousness
devoutness,religiousness
religiosity,religionism
religiosity,religiousism
religiosity,pietism
sin,sinfulness
sin,wickedness
mark_of_cain,mark_of_Cain
impiety,impiousness
irreligiousness,irreligion
ungodliness,godlessness
mercifulness,mercy
compassion,pity
forgivingness,kindness
lenience,leniency
lenience,mildness
lenience,lenity
inhumaneness,inhumanity
atrocity,atrociousness
atrocity,barbarity
atrocity,barbarousness
atrocity,heinousness
ferociousness,brutality
ferociousness,viciousness
ferociousness,savagery
mercilessness,unmercifulness
pitilessness,ruthlessness
relentlessness,inexorability
relentlessness,inexorableness
generosity,generousness
bounty,bounteousness
liberality,liberalness
munificence,largess
munificence,largesse
munificence,magnanimity
munificence,openhandedness
altruism,selflessness
meanness,minginess
meanness,niggardliness
meanness,niggardness
meanness,parsimony
meanness,parsimoniousness
meanness,tightness
meanness,tightfistedness
meanness,closeness
pettiness,littleness
pettiness,smallness
greediness,voraciousness
greediness,rapaciousness
egoism,egocentrism
egoism,self-interest
egoism,self-concern
egoism,self-centeredness
self-love,narcism
self-love,narcissism
opportunism,self-interest
opportunism,self-seeking
opportunism,expedience
enterprise,enterprisingness
enterprise,initiative
enterprise,go-ahead
ambition,ambitiousness
power_hunger,status_seeking
energy,push
energy,get-up-and-go
competitiveness,fight
combativeness,militance
combativeness,militancy
intrusiveness,meddlesomeness
intrusiveness,officiousness
boldness,nerve
boldness,brass
boldness,face
boldness,cheek
audacity,audaciousness
presumption,presumptuousness
presumption,effrontery
presumption,assumption
uppityness,uppishness
fairness,equity
unfairness,inequity
charity,brotherly_love
grace,grace_of_God
grace,free_grace
benignity,benignancy
benignity,graciousness
consideration,considerateness
consideration,thoughtfulness
kindliness,helpfulness
tact,tactfulness
delicacy,diplomacy
delicacy,discreetness
delicacy,finesse
savoir-faire,address
malevolence,malevolency
malevolence,malice
cattiness,bitchiness
cattiness,spite
cattiness,spitefulness
cattiness,nastiness
malignity,malignancy
malignity,malignance
sensitivity,sensitiveness
antenna,feeler
insensitivity,insensitiveness
crassness,crassitude
unfeelingness,callousness
unfeelingness,callosity
unfeelingness,hardness
unfeelingness,insensibility
cruelty,cruelness
cruelty,harshness
beastliness,meanness
inconsideration,inconsiderateness
inconsideration,thoughtlessness
maleficence,mischief
maleficence,balefulness
virtue,virtuousness
virtue,moral_excellence
theological_virtue,supernatural_virtue
good,goodness
virtue,chastity
virtue,sexual_morality
honor,honour
honor,purity
honor,pureness
justice,justness
right,rightfulness
corruption,degeneracy
corruption,depravation
corruption,depravity
corruption,putrefaction
licentiousness,wantonness
anomie,anomy
evil,evilness
nefariousness,wickedness
nefariousness,vileness
nefariousness,ugliness
villainy,villainousness
perversity,perverseness
error,wrongdoing
frailty,vice
corruptness,corruption
injustice,unjustness
wrong,wrongfulness
holiness,sanctity
holiness,sanctitude
profaneness,unsanctification
curability,curableness
incurability,incurableness
courage,courageousness
courage,bravery
courage,braveness
heart,mettle
heart,nerve
heart,spunk
heroism,gallantry
heroism,valor
heroism,valour
heroism,valorousness
heroism,valiance
heroism,valiancy
dauntlessness,intrepidity
dutch_courage,Dutch_courage
coolness,nervelessness
boldness,daring
boldness,hardiness
boldness,hardihood
adventurousness,venturesomeness
daredevilry,daredeviltry
audacity,audaciousness
audacity,temerity
shamelessness,brazenness
gutsiness,pluck
gutsiness,pluckiness
cowardice,cowardliness
faintheartedness,faintness
timidity,timorousness
pusillanimity,pusillanimousness
resoluteness,firmness
resoluteness,firmness_of_purpose
resoluteness,resolve
resoluteness,resolution
self-control,self-possession
self-control,possession
self-control,willpower
self-control,will_power
self-control,self-command
self-control,self-will
stubbornness,bullheadedness
stubbornness,obstinacy
stubbornness,obstinance
stubbornness,pigheadedness
stubbornness,self-will
impenitence,impenitency
intransigency,intransigence
adamance,obduracy
adamance,unyieldingness
decisiveness,decision
determination,purpose
doggedness,perseverance
doggedness,persistence
doggedness,persistency
doggedness,tenacity
doggedness,tenaciousness
doggedness,pertinacity
indefatigability,indefatigableness
indefatigability,tirelessness
diligence,industriousness
diligence,industry
assiduity,assiduousness
assiduity,concentration
intentness,engrossment
sedulity,sedulousness
irresoluteness,irresolution
volatility,unpredictability
indecisiveness,indecision
heartiness,wholeheartedness
singleness,straightforwardness
insincerity,falseness
insincerity,hollowness
sanctimoniousness,sanctimony
fulsomeness,oiliness
fulsomeness,oleaginousness
fulsomeness,smarminess
fulsomeness,unctuousness
fulsomeness,unction
honorableness,honourableness
honor,honour
venerability,venerableness
incorruptness,incorruption
nobility,nobleness
nobility,magnanimousness
nobility,grandeur
high-mindedness,idealism
high-mindedness,noble-mindedness
respectability,reputability
honesty,honestness
candor,candour
candor,candidness
candor,frankness
candor,directness
candor,forthrightness
good_faith,straightness
motherliness,maternalism
motherliness,maternal_quality
motherliness,maternity
fatherliness,paternal_quality
dishonorableness,dishonourableness
ignobleness,ignobility
dishonor,dishonour
unrespectability,disreputability
unrespectability,disreputableness
deceptiveness,obliquity
speciousness,meretriciousness
fraudulence,deceit
crookedness,deviousness
rascality,shiftiness
rascality,slipperiness
rascality,trickiness
thievishness,larcenous
craftiness,deceitfulness
craftiness,guile
fidelity,faithfulness
loyalty,trueness
steadfastness,staunchness
allegiance,fealty
patriotism,nationalism
americanism,Americanism
chauvinism,jingoism
chauvinism,superpatriotism
chauvinism,ultranationalism
infidelity,unfaithfulness
faithlessness,falseness
faithlessness,fickleness
faithlessness,inconstancy
treason,subversiveness
treason,traitorousness
perfidy,perfidiousness
perfidy,treachery
sophistication,worldliness
sophistication,mundaneness
sophistication,mundanity
naivete,naivety
naivete,naiveness
artlessness,innocence
artlessness,ingenuousness
artlessness,naturalness
credulousness,gullibility
simplicity,simpleness
simplicity,simple_mindedness
self-discipline,self-denial
austerity,asceticism
austerity,nonindulgence
abstinence,abstention
continence,continency
restraint,control
self-restraint,temperateness
temperance,moderation
sobriety,dryness
taboo,tabu
indiscipline,undiscipline
indulgence,self-indulgence
dissoluteness,incontinence
dissoluteness,self-gratification
abandon,wantonness
abandon,unconstraint
madness,rabidity
madness,rabidness
greediness,hoggishness
greediness,piggishness
edacity,esurience
edacity,rapaciousness
edacity,rapacity
edacity,voracity
edacity,voraciousness
civic_pride,civic_spirit
dignity,self-respect
dignity,self-regard
dignity,self-worth
conceit,conceitedness
conceit,vanity
boastfulness,vainglory
egotism,self-importance
egotism,swelled_head
arrogance,haughtiness
arrogance,hauteur
arrogance,high-handedness
arrogance,lordliness
condescension,superciliousness
condescension,disdainfulness
imperiousness,domineeringness
imperiousness,overbearingness
snobbery,snobbism
snobbery,snobbishness
clannishness,cliquishness
clannishness,exclusiveness
humility,humbleness
meekness,subduedness
wisdom,wiseness
judiciousness,sagacity
judiciousness,sagaciousness
knowledgeability,knowledgeableness
knowledgeability,initiation
statesmanship,statecraft
statesmanship,diplomacy
discretion,discernment
circumspection,caution
folly,foolishness
folly,unwiseness
indiscretion,injudiciousness
absurdity,fatuity
absurdity,fatuousness
absurdity,silliness
judgment,judgement
judgment,sound_judgment
judgment,sound_judgement
judgment,perspicacity
objectivity,objectiveness
subjectivity,subjectiveness
foresight,foresightedness
foresight,foresightfulness
frugality,frugalness
parsimony,parsimoniousness
parsimony,thrift
parsimony,penny-pinching
economy,thriftiness
heedlessness,mindlessness
heedlessness,rashness
improvidence,shortsightedness
extravagance,prodigality
extravagance,profligacy
thriftlessness,waste
thriftlessness,wastefulness
trust,trustingness
trust,trustfulness
distrust,distrustfulness
distrust,mistrust
suspicion,suspiciousness
tidiness,neatness
slatternliness,sluttishness
untidiness,messiness
disarray,disorderliness
demeanor,demeanour
demeanor,behavior
demeanor,behaviour
demeanor,conduct
demeanor,deportment
propriety,properness
propriety,correctitude
decorum,decorousness
appropriateness,rightness
faultlessness,impeccability
political_correctness,political_correctitude
priggishness,primness
modesty,reserve
seemliness,grace
modesty,modestness
primness,prudishness
primness,prudery
primness,Grundyism
impropriety,improperness
inappropriateness,wrongness
gaminess,raciness
gaminess,ribaldry
gaminess,spiciness
indecorum,indecorousness
outrageousness,enormity
obscenity,lewdness
obscenity,bawdiness
obscenity,salaciousness
obscenity,salacity
smuttiness,dirtiness
composure,calm
composure,calmness
composure,equanimity
aplomb,assuredness
aplomb,cool
aplomb,poise
aplomb,sang-froid
repose,quiet
repose,placidity
repose,serenity
repose,tranquillity
repose,tranquility
disquiet,unease
disquiet,uneasiness
perturbation,fluster
tractability,tractableness
tractability,flexibility
manageability,manageableness
tameness,domestication
amenability,amenableness
amenability,cooperativeness
obsequiousness,servility
obsequiousness,subservience
passivity,passiveness
intractability,intractableness
refractoriness,unmanageableness
refractoriness,recalcitrance
refractoriness,recalcitrancy
defiance,rebelliousness
unruliness,fractiousness
unruliness,willfulness
unruliness,wilfulness
stubbornness,obstinacy
stubbornness,obstinance
stubbornness,mulishness
contrariness,perversity
contrariness,perverseness
cussedness,orneriness
naughtiness,mischievousness
naughtiness,badness
prankishness,rascality
prankishness,roguishness
manner,personal_manner
bearing,comportment
bearing,presence
bearing,mien
dignity,lordliness
dignity,gravitas
foppishness,dandyism
gentleness,softness
gentleness,mildness
formality,formalness
casualness,familiarity
courtesy,good_manners
politeness,niceness
suavity,suaveness
suavity,blandness
suavity,smoothness
chivalry,gallantry
chivalry,politesse
deference,respect
deference,respectfulness
discourtesy,rudeness
bad_manners,ill-breeding
crudeness,crudity
crudeness,gaucheness
abruptness,brusqueness
abruptness,curtness
abruptness,gruffness
abruptness,shortness
contempt,disrespect
crust,gall
crust,impertinence
crust,impudence
crust,insolence
crust,cheekiness
crust,freshness
chutzpa,chutzpah
chutzpa,hutzpah
isotropy,symmetry
characteristic,device_characteristic
directness,straightness
downrightness,straightforwardness
immediacy,immediateness
mediacy,mediateness
deviousness,obliqueness
rurality,ruralism
duality,wave-particle_duality
heredity,genetic_endowment
inheritance,heritage
education,training
education,breeding
raising,rearing
raising,nurture
inheritance,hereditary_pattern
heterosis,hybrid_vigor
ancestry,lineage
ancestry,derivation
ancestry,filiation
linkage,gene_linkage
x-linked_dominant_inheritance,X-linked_dominant_inheritance
x-linked_recessive_inheritance,X-linked_recessive_inheritance
origin,descent
origin,extraction
pedigree,bloodline
fetal_age,fertilization_age
fetal_age,gestational_age
obsoleteness,superannuation
ancientness,antiquity
vintage,time_of_origin
recency,recentness
agedness,senescence
longevity,seniority
mustiness,must
mustiness,moldiness
youth,youthfulness
youth,juvenility
childishness,puerility
manner,mode
manner,style
manner,way
manner,fashion
artistic_style,idiom
high_renaissance,High_Renaissance
life_style,life-style
life_style,lifestyle
life_style,modus_vivendi
touch,signature
computer_architecture,architecture
complex_instruction_set_computing,complex_instruction_set_computer
complex_instruction_set_computing,CISC
reduced_instruction_set_computing,reduced_instruction_set_computer
reduced_instruction_set_computing,RISC
cytoarchitecture,cytoarchitectonics
framework,fabric
constitution,composition
constitution,physical_composition
constitution,makeup
constitution,make-up
genotype,genetic_constitution
texture,grain
consistency,consistence
consistency,eubstance
consistency,body
viscosity,viscousness
adhesiveness,adhesion
adhesiveness,adherence
adhesiveness,bond
cohesiveness,glueyness
cohesiveness,gluiness
cohesiveness,gumminess
cohesiveness,tackiness
cohesiveness,ropiness
cohesiveness,viscidity
cohesiveness,viscidness
gelatinousness,glutinosity
gelatinousness,glutinousness
creaminess,soupiness
fluidity,fluidness
fluidity,liquidity
fluidity,liquidness
fluidity,runniness
compressibility,squeezability
compressibility,sponginess
downiness,featheriness
downiness,fluffiness
flabbiness,limpness
flabbiness,flaccidity
mushiness,pulpiness
brittleness,crispness
brittleness,crispiness
crumbliness,friability
porosity,porousness
permeability,permeableness
penetrability,perviousness
solidity,solidness
density,denseness
vapor_density,vapour_density
impermeability,impermeableness
retentiveness,retentivity
retentiveness,retention
impenetrability,imperviousness
aptness,propensity
tendency,inclination
electronegativity,negativity
hunger,hungriness
hunger,thirst
hunger,thirstiness
avarice,avariciousness
avarice,covetousness
avarice,cupidity
retentiveness,retentivity
tactile_property,feel
silkiness,sleekness
slickness,slick
slickness,slipperiness
slickness,slip
fineness,powderiness
roughness,raggedness
coarseness,nubbiness
coarseness,tweediness
slub,knot
slub,burl
harshness,abrasiveness
harshness,scratchiness
coarseness,graininess
coarseness,granularity
prickliness,bristliness
prickliness,spininess
prickliness,thorniness
wood_grain,woodgrain
wood_grain,woodiness
graining,woodgraining
marbleization,marbleisation
marbleization,marbleizing
marbleization,marbleising
light,lightness
aura,aureole
aura,halo
aura,nimbus
aura,glory
aura,gloriole
highlight,highlighting
glare,blaze
glare,brilliance
glitter,glister
glitter,glisten
glitter,scintillation
glitter,sparkle
sparkle,twinkle
sparkle,spark
sparkle,light
opalescence,iridescence
radiance,radiancy
radiance,shine
radiance,effulgence
radiance,refulgence
radiance,refulgency
gleam,gleaming
gleam,glow
gleam,lambency
shininess,sheen
shininess,luster
shininess,lustre
luster,lustre
luster,brilliancy
luster,splendor
luster,splendour
polish,gloss
polish,glossiness
polish,burnish
french_polish,French_polish
dimness,subduedness
flatness,lusterlessness
flatness,lustrelessness
flatness,mat
flatness,matt
flatness,matte
color,colour
color,coloring
color,colouring
primary_color,primary_colour
primary_color_for_pigments,primary_colour_for_pigments
primary_color_for_light,primary_colour_for_light
primary_subtractive_color_for_light,primary_subtractive_colour_for_light
heather_mixture,heather
colorlessness,colourlessness
colorlessness,achromatism
colorlessness,achromaticity
shade,tint
shade,tincture
shade,tone
undertone,tinge
chromatic_color,chromatic_colour
chromatic_color,spectral_color
chromatic_color,spectral_colour
achromatic_color,achromatic_colour
black,blackness
black,inkiness
coal_black,ebony
coal_black,jet_black
coal_black,pitch_black
coal_black,sable
coal_black,soot_black
white,whiteness
bone,ivory
bone,pearl
bone,off-white
frostiness,hoariness
gray,grayness
gray,grey
gray,greyness
ash_grey,ash_gray
ash_grey,silver
ash_grey,silver_grey
ash_grey,silver_gray
charcoal,charcoal_grey
charcoal,charcoal_gray
charcoal,oxford_grey
charcoal,oxford_gray
dapple-grey,dapple-gray
dapple-grey,dappled-grey
dapple-grey,dappled-gray
iron-grey,iron-gray
tattletale_grey,tattletale_gray
red,redness
turkey_red,Turkey_red
turkey_red,alizarine_red
cardinal,carmine
crimson,ruby
crimson,deep_red
wine,wine-colored
wine,wine-coloured
purplish_red,purplish-red
cerise,cherry
cerise,cherry_red
scarlet,vermilion
scarlet,orange_red
orange,orangeness
yellow,yellowness
blond,blonde
canary_yellow,canary
amber,gold
gamboge,lemon
gamboge,lemon_yellow
gamboge,maize
orange_yellow,saffron
ocher,ochre
pale_yellow,straw
pale_yellow,wheat
green,greenness
green,viridity
olive_green,olive-green
yellow_green,yellowish_green
yellow_green,chartreuse
yellow_green,Paris_green
yellow_green,pea_green
bluish_green,blue_green
bluish_green,teal
jade_green,jade
blue,blueness
azure,cerulean
azure,sapphire
azure,lazuline
azure,sky-blue
prussian_blue,Prussian_blue
dark_blue,navy
dark_blue,navy_blue
greenish_blue,aqua
greenish_blue,aquamarine
greenish_blue,turquoise
greenish_blue,cobalt_blue
greenish_blue,peacock_blue
purplish_blue,royal_blue
purple,purpleness
tyrian_purple,Tyrian_purple
reddish_purple,royal_purple
violet,reddish_blue
rose,rosiness
solferino,purplish_pink
yellowish_pink,apricot
yellowish_pink,peach
yellowish_pink,salmon_pink
brown,brownness
vandyke_brown,Vandyke_brown
chocolate,coffee
chocolate,deep_brown
chocolate,umber
chocolate,burnt_umber
tan,topaz
dun,greyish_brown
dun,grayish_brown
dun,fawn
beige,ecru
reddish_brown,sepia
reddish_brown,burnt_sienna
reddish_brown,Venetian_red
reddish_brown,mahogany
copper,copper_color
indian_red,Indian_red
yellowish_brown,raw_sienna
yellowish_brown,buff
yellowish_brown,caramel
yellowish_brown,caramel_brown
olive_drab,drab
snuff-color,snuff-colour
hue,chromaticity
saturation,chroma
saturation,intensity
saturation,vividness
paleness,pallidity
complementary_color,complementary
coloration,colouration
complexion,skin_color
complexion,skin_colour
paleness,blondness
paleness,fairness
ruddiness,rosiness
lividness,lividity
lividness,luridness
lividness,paleness
lividness,pallidness
lividness,pallor
lividness,wanness
lividness,achromasia
darkness,duskiness
darkness,swarthiness
nonsolid_color,nonsolid_colour
nonsolid_color,dithered_color
nonsolid_color,dithered_colour
aposematic_coloration,warning_coloration
olfactory_property,smell
olfactory_property,aroma
olfactory_property,odor
olfactory_property,odour
olfactory_property,scent
bouquet,fragrance
bouquet,fragrancy
bouquet,redolence
bouquet,sweetness
malodorousness,stinkiness
malodorousness,foulness
malodorousness,rankness
malodorousness,fetidness
body_odor,body_odour
body_odor,B.O.
noisiness,racketiness
silence,quiet
hush,stillness
hush,still
quietness,soundlessness
musicality,musicalness
lyricality,lyricism
lyricality,songfulness
melodiousness,tunefulness
consonance,harmoniousness
discordance,discord
disharmony,inharmoniousness
concert_pitch,philharmonic_pitch
concert_pitch,international_pitch
high_pitch,high_frequency
soprano,treble
low_pitch,low_frequency
timbre,timber
timbre,quality
timbre,tone
color,colour
color,coloration
color,colouration
harshness,roughness
gruffness,hoarseness
gruffness,huskiness
fullness,mellowness
fullness,richness
twang,nasal_twang
plangency,resonance
plangency,reverberance
plangency,ringing
plangency,sonorousness
plangency,sonority
plangency,vibrancy
shrillness,stridence
shrillness,stridency
volume,loudness
volume,intensity
forte,fortissimo
decrescendo,diminuendo
piano,pianissimo
meter,metre
meter,time
cadence,cadency
lilt,swing
spiciness,spice
spiciness,spicery
pungency,bite
pungency,sharpness
pungency,raciness
nip,piquance
nip,piquancy
nip,piquantness
nip,tang
nip,tanginess
nip,zest
hotness,pepperiness
brininess,salinity
sourness,sour
sourness,acidity
acerbity,tartness
vinegariness,vinegarishness
sweetness,sweet
bitterness,bitter
acridity,acridness
palatability,palatableness
pleasingness,tastiness
appetizingness,appetisingness
delectability,deliciousness
delectability,lusciousness
delectability,toothsomeness
flavorsomeness,flavoursomeness
flavorsomeness,savoriness
sapidity,sapidness
succulence,succulency
succulence,juiciness
unpalatability,unpalatableness
disgustingness,distastefulness
disgustingness,nauseatingness
disgustingness,sickeningness
disgustingness,unsavoriness
unappetizingness,unappetisingness
flavorlessness,flavourlessness
flavorlessness,savorlessness
flavorlessness,savourlessness
flavorlessness,tastelessness
blandness,insipidity
blandness,insipidness
edibility,edibleness
digestibility,digestibleness
indigestibility,indigestibleness
laterality,dominance
physique,build
physique,body-build
physique,habitus
dumpiness,squattiness
body_type,somatotype
asthenic_type,ectomorphy
endomorphy,pyknic_type
athletic_type,mesomorphy
fatness,fat
fatness,blubber
fatness,avoirdupois
adiposity,adiposeness
adiposity,fattiness
abdominousness,paunchiness
greasiness,oiliness
greasiness,oleaginousness
fleshiness,obesity
fleshiness,corpulency
corpulence,overweight
corpulence,stoutness
corpulence,adiposis
plumpness,embonpoint
plumpness,roundness
chubbiness,pudginess
chubbiness,tubbiness
chubbiness,rolypoliness
leanness,thinness
leanness,spareness
skinniness,scrawniness
bonyness,boniness
bonyness,emaciation
bonyness,gauntness
bonyness,maceration
slenderness,slightness
slenderness,slimness
stature,height
carriage,bearing
carriage,posture
walk,manner_of_walking
grace,gracility
agility,legerity
agility,lightness
agility,lightsomeness
agility,nimbleness
lissomeness,litheness
lissomeness,suppleness
awkwardness,clumsiness
gracelessness,ungracefulness
gawkiness,ungainliness
animateness,aliveness
animateness,liveness
animation,vitality
inanimateness,lifelessness
sex,gender
sex,sexuality
sex_characteristic,sexual_characteristic
sex_characteristic,sex_character
primary_sex_characteristic,primary_sexual_characteristic
primary_sex_characteristic,primary_sex_character
secondary_sex_characteristic,secondary_sexual_characteristic
secondary_sex_characteristic,secondary_sex_character
asexuality,sexlessness
maleness,masculinity
androgyny,hermaphroditism
androgyny,bisexuality
femaleness,feminineness
absorptivity,absorption_factor
dissolubility,solubleness
reflection,reflexion
reflection,reflectivity
echo,reverberation
echo,sound_reflection
echo,replication
deflection,deflexion
deflection,bending
windage,wind_deflection
refractivity,refractiveness
heat_content,total_heat
heat_content,enthalpy
heat_content,H
randomness,entropy
randomness,S
curie_temperature,Curie_temperature
curie_temperature,Curie_point
flash_point,flashpoint
freezing_point,melting_point
boiling_point,boil
basal_body_temperature,basal_temperature
body_temperature,blood_heat
coldness,cold
coldness,low_temperature
coldness,frigidity
coldness,frigidness
chill,iciness
chill,gelidity
chilliness,coolness
chilliness,nip
hotness,heat
hotness,high_temperature
calefaction,incalescence
fieriness,red_heat
warmth,warmness
lukewarmness,tepidity
lukewarmness,tepidness
visibility,visibleness
invisibility,invisibleness
luminosity,brightness
luminosity,brightness_level
luminosity,luminance
luminosity,luminousness
luminosity,light
illuminance,illumination
luminescence,glow
audibility,audibleness
inaudibility,inaudibleness
sensitivity,sensitiveness
magnetization,magnetisation
elasticity,snap
resilience,resiliency
bounce,bounciness
give,spring
give,springiness
stretch,stretchiness
stretch,stretchability
temper,toughness
malleability,plasticity
ductility,ductileness
fibrosity,fibrousness
flexibility,flexibleness
bendability,pliability
pliancy,pliantness
pliancy,suppleness
rigidity,rigidness
inflexibility,inflexibleness
atomic_mass,atomic_weight
atomic_mass,relative_atomic_mass
molecular_weight,relative_molecular_mass
equivalent,equivalent_weight
equivalent,combining_weight
equivalent,eq
milliequivalent,meq
heaviness,weightiness
heft,heftiness
heft,massiveness
heft,ponderousness
heft,ponderosity
lightness,weightlessness
airiness,buoyancy
brawn,brawniness
brawn,muscle
brawn,muscularity
brawn,sinew
brawn,heftiness
might,mightiness
might,power
vigor,vigour
vigor,dynamism
vigor,heartiness
robustness,hardiness
robustness,lustiness
robustness,validity
huskiness,ruggedness
huskiness,toughness
smallness,littleness
stoutness,stalwartness
firmness,soundness
indomitability,invincibility
backbone,grit
backbone,guts
backbone,moxie
backbone,sand
backbone,gumption
stamina,staying_power
stamina,toughness
long-sufferance,long-suffering
potency,effectiveness
potency,strength
valence,valency
covalence,covalency
valence,valency
force,forcefulness
force,strength
momentum,impulse
energy,vigor
energy,vigour
energy,zip
athleticism,strenuosity
intensity,intensiveness
badness,severity
badness,severeness
foulness,raininess
seriousness,distressfulness
vehemence,emphasis
ferocity,fierceness
ferocity,furiousness
ferocity,fury
ferocity,vehemence
ferocity,violence
ferocity,wildness
savageness,savagery
titer,titre
ph,pH
ph,pH_scale
molality,molal_concentration
molarity,molar_concentration
molarity,M
feebleness,tenuity
flimsiness,shoddiness
fragility,delicacy
inanition,lassitude
inanition,lethargy
inanition,slackness
weak_part,weak_spot
weak_part,soft_spot
achilles'_heel,Achilles'_heel
defenselessness,defencelessness
defenselessness,unprotectedness
fragility,breakability
fragility,frangibleness
fragility,frangibility
windage,wind_exposure
solarization,solarisation
temporal_arrangement,temporal_order
sequence,chronological_sequence
sequence,succession
sequence,successiveness
sequence,chronological_succession
rain,pelting
approach,approaching
approach,coming
priority,antecedence
priority,antecedency
priority,anteriority
priority,precedence
priority,precedency
posteriority,subsequentness
posteriority,subsequence
punctuality,promptness
simultaneity,simultaneousness
concurrence,coincidence
concurrence,conjunction
concurrence,co-occurrence
contemporaneity,contemporaneousness
seasonableness,timeliness
unseasonableness,untimeliness
recency,recentness
presentness,nowness
currentness,currency
currentness,up-to-dateness
modernity,modernness
modernity,modernism
modernity,contemporaneity
modernity,contemporaneousness
spark_advance,lead
duration,length
longevity,length_of_service
lengthiness,prolongation
lengthiness,continuation
lengthiness,protraction
continuousness,ceaselessness
continuousness,incessancy
continuousness,incessantness
brevity,briefness
brevity,transience
permanence,permanency
perpetuity,sempiternity
lastingness,durability
lastingness,enduringness
lastingness,strength
continuity,persistence
imperishability,imperishableness
imperishability,imperishingness
impermanence,impermanency
transience,transiency
transience,transitoriness
fugacity,fugaciousness
ephemerality,ephemeralness
ephemerality,fleetingness
audio,audio_frequency
infrared,infrared_frequency
extremely_low_frequency,ELF
very_low_frequency,VLF
low_frequency,LF
medium_frequency,MF
high_frequency,HF
very_high_frequency,VHF
ultrahigh_frequency,UHF
superhigh_frequency,SHF
extremely_high_frequency,EHF
speed,swiftness
speed,fastness
pace,rate
celerity,quickness
celerity,rapidity
celerity,rapidness
celerity,speediness
immediacy,immediateness
immediacy,instantaneousness
immediacy,instancy
dispatch,despatch
dispatch,expedition
dispatch,expeditiousness
promptness,promptitude
haste,hastiness
haste,hurry
haste,hurriedness
haste,precipitation
abruptness,precipitateness
abruptness,precipitousness
abruptness,precipitance
abruptness,precipitancy
abruptness,suddenness
pickup,getaway
deceleration,slowing
deceleration,retardation
graduality,gradualness
slowness,deliberation
slowness,deliberateness
slowness,unhurriedness
dilatoriness,procrastination
spatial_property,spatiality
one-dimensionality,linearity
two-dimensionality,flatness
two-dimensionality,planeness
three-dimensionality,third-dimensionality
shape,form
shape,configuration
shape,contour
shape,conformation
symmetry,symmetricalness
symmetry,correspondence
symmetry,balance
regularity,geometrical_regularity
bilaterality,bilateralism
bilaterality,bilateral_symmetry
asymmetry,dissymmetry
asymmetry,imbalance
irregularity,geometrical_irregularity
lopsidedness,skewness
directivity,directionality
directivity,directiveness
handedness,laterality
ambidexterity,ambidextrousness
left-handedness,sinistrality
right-handedness,dextrality
tilt,list
tilt,inclination
tilt,lean
tilt,leaning
gradient,slope
upgrade,rise
upgrade,rising_slope
pitch,rake
pitch,slant
abruptness,precipitousness
abruptness,steepness
gradualness,gentleness
concavity,concaveness
convexity,convexness
roundedness,bulginess
oblateness,ellipticity
point,pointedness
rectangularity,oblongness
curvature,curve
sphericity,sphericalness
sphericity,globosity
sphericity,globularness
sphericity,rotundity
sphericity,rotundness
cylindricality,cylindricalness
circularity,disk_shape
curliness,waviness
position,spatial_relation
placement,arrangement
composition,composing
proportion,proportionality
proportion,balance
dead_center,dead_centre
outwardness,externality
malposition,misplacement
verticality,verticalness
verticality,erectness
verticality,uprightness
position,posture
position,attitude
sprawl,sprawling
erectness,uprightness
spacing,spatial_arrangement
farness,remoteness
farness,farawayness
nearness,closeness
proximity,propinquity
adjacency,contiguity
adjacency,contiguousness
focal_distance,focal_length
distribution,dispersion
complementary_distribution,complementation
dissemination,diffusion
scatter,spread
concentration,density
concentration,denseness
concentration,tightness
concentration,compactness
bits_per_inch,bpi
flux_density,flux
optical_density,transmission_density
optical_density,photographic_density
optical_density,absorbance
rarity,tenuity
rarity,low_density
interval,separation
proportion,dimension
order,order_of_magnitude
information,selective_information
information,entropy
probability,chance
conditional_probability,contingent_probability
fair_chance,sporting_chance
fat_chance,slim_chance
risk,risk_of_exposure
risk,risk_of_infection
degree,grade
degree,level
profundity,profoundness
superficiality,shallowness
glibness,slickness
octavo,eightvo
octavo,8vo
quarto,4to
noise_level,background_level
bulk,mass
bulk,volume
intensity,strength
intensity,intensity_level
field_strength,field_intensity
magnetic_field_strength,magnetic_intensity
magnetic_field_strength,magnetic_induction
magnetic_field_strength,magnetic_flux_density
candlepower,light_intensity
acoustic_power,sound_pressure_level
circumference,perimeter
diameter,diam
radius,r
center_of_curvature,centre_of_curvature
circle_of_curvature,osculating_circle
bore,gauge
bore,caliber
bore,calibre
thinness,tenuity
thinness,slenderness
largeness,bigness
bulkiness,massiveness
enormousness,grandness
enormousness,greatness
enormousness,immenseness
enormousness,immensity
enormousness,sizeableness
enormousness,vastness
enormousness,wideness
capaciousness,roominess
capaciousness,spaciousness
